office,district,votefor,candidate,party,votes,type,winner
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,DUANE WEBSTER, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,JAMES EMMONS, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,JOHNE SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,JUSTIN WEBSTER, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,LINDA VANCE, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,MARTHA FELTUS, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,MOLLY GREAVES, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,PATRICK BLACK, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,REID GARFIELD, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,ROBERT BARANY, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,ROD EMMONS, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,RON HILL, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,RYAN MULLER, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,SHAMUS MORRISEY, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,STEVE LARRABEE, ,4,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,TED HOULE, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,WAYNE DYER, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,CRAIG VANCE, ,2,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,DAVID TOLLE, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,DEBBIE BEECHAM, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,JOHN H REISS, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,SAM HENDRICK, ,1,Write-in,False
STATE REPRESENTATIVE,CALEDONIA-WASHINGTON REP,1,STEVE LARRABEE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 10 REP,2,TODD BUIK,DEMOCRATIC,1465,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 10 REP,2,CHRISTOPHER MATTOS,REPUBLICAN,2070,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 10 REP,2,JOHN PALASIK,REPUBLICAN,2171,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,MICHAEL YANTACHKA,DEMOCRATIC,1925,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,ALEX FARRELL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,BEN KLEIN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,BERNIE SANDERS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,BOB BLOCH, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,CARRIE SPEAR, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,CHARLES RUSSELL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,CHRISTINA BOOHER, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,ED STONE, ,2,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,ELIZA KEARNS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,ELIZABETH BROWN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,EUGENE GOODMAN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,FRITZ TEGATZ, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,GREG BELDOCK, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,HAL EVANS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,HEATHER MANNING, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,HUGH LEWIS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,JOY LEMOGE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,KELLY DEVINE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,MATT KRASNOW, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,ROBERT MACK, ,3,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,SILAS HILL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,STEVE NELSON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,TIM HALVORSON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-1 REP,1,WILL SUDBAY, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 4-2 REP,1,BILL LIPPERT,DEMOCRATIC,1617,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 4-2 REP,1,SARAH TOSCANO,REPUBLICAN,700,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 5-1 REP,1,KATE WEBB,DEMOCRATIC,2012,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 5-2 REP,1,JESSICA BRUMSTED,DEM/REP,1866,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 5-2 REP,1,BILL SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 5-2 REP,1,CAROL BLAKELY, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 5-2 REP,1,GEORGE SCHIAVONE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-1 REP,2,ROBERT HOOPER,DEMOCRATIC,1999,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-1 REP,2,CAROL ODE,DEMOCRATIC,2680,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-1 REP,2,KURT WRIGHT,REPUBLICAN,1833,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-2 REP,1,JEAN O'SULLIVAN,DEMOCRATIC,1854,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-3 REP,2,JILL KROWINSKI,DEMOCRATIC,2895,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-3 REP,2,CURT MCCORMACK,DEMOCRATIC,2296,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-4 REP,2,BRIAN CINA,PROG/DEM,1936,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-4 REP,2,SELENE COLBURN,PROG/DEM,2199,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-5 REP,2,JOHANNAH LEDDY DONOVAN,DEMOCRATIC,3372,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-5 REP,2,MARY M. SULLIVAN,DEMOCRATIC,3494,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-6 REP,1,BARBARA RACHELSON,DEM/PROG,1120,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,"CLEMENT ""CLEM"" BISSONNETTE",DEMOCRATIC,1290,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,DIANA GONZALEZ,PROG/DEM,1949,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,BERNARD FRENETTE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,BETHANY TRAINQUE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,CHERYL JIMMO, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,CLEM HOLBROOK, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,DAVE RELYEA, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,ERIKA LATEER, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,ERNIE ROSSI, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,HAL CLEMSON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,HAL COLSTON, ,875,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,HAL HALQUIST, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,HAL LANQUIST, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,JASON BURT, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,JEFF MYERS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,JODY M LANE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,JOHN HOULE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,JOHN KILLACKY, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,KELLY ULRICH, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,MIKE O'BRIEN, ,35,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,RICHARD RACINE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,SCOTT GRATTON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 6-7 REP,2,WILLIAM NORFUL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,MARTIN LALONDE,DEMOCRATIC,1925,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,ALEX FARRELL, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,AMANDA COX, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,DEBBIE INGRAM, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,DICK DEVITA, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,JENNIFER PASKA, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,JIM MCCULLAH, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,JIM NOLTING, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,JOANNE FORKEY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,JOE FINNEGAN, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,LEE FREEMAN, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,MATT FAY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,MICHELE KUPERSMITH, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,MIKE O'DAY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,NANCY GODDARD, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,RYAN WILLIAMS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,SCOTT MARTELL, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,SHELDON KATZ, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,TIM HOPPS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-1 REP,1,ZANE SWIFT, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,ANN PUGH,DEMOCRATIC,2268,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,ANYA TINIS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,ED NORTON, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,EDWARD MCQUAIL, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,FOLOSAND AHELINDA, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,FRANK DAVIS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,FRED SCHINK, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,JACOB TRAHAN, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,JAN ROZENDAAL, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,JOHN KILLACKY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,KATHY MURPHY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,KEVIN LAHUE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,LARRY DUNHAM, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,LEWIS MYERS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,MARTIN LALONDE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,MITCHELL CYRUS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,SAM HANDY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,STEVE FISHER, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-2 REP,1,TOM FORGIONE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,FRANK DAVIS,PROGRESSIVE,435,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,JOHN KILLACKY,DEMOCRATIC,1653,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,BILL HENRY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,CHRIS DONNELLY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,CHRISTON LAHEAU, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,DAVID DERBURT, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,ETHAN LATOUR, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,H BROOKE PAIGE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,HAL COLSTON, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,JASON CONDER, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,KEVIN CINSTROM, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,LEE RASCOE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,MARTIN LALONDE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,MARY ELLEN FORGINE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-3 REP,1,SAWYER JOECKS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,MAIDA F. TOWNSEND,DEMOCRATIC,1710,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,BILL BURGESS, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,BRIAN BLANCHETTE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,BRIAN DUBIE, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,CHERYL GANLEY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,DAVID PACHECU, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,ED CUTLER, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,GEORGE DONOVAN, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,JAMES BRIGHAM, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,JAMES SERIANO, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,JAY ZAETZ, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,MARK ROY, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,PATTY LECLAIR, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,PAUL DEBUER, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,PAUL DECLAIR JR, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,RICHARD NOWAK, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,ROBERT LYNCH, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,STEVE ZENO, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,TOM GRAVELIN, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 7-4 REP,1,TYLER LITTWIN, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-1 REP,2,LINDA K. MYERS,REPUBLICAN,1994,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-1 REP,2,MARYBETH REDMOND,DEMOCRATIC,2484,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-1 REP,2,TANYA VYHOVSKY,PROG/DEM,1600,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-2 REP,2,JOHN R. BRENNAN,REPUBLICAN,1448,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-2 REP,2,DYLAN GIAMBATISTA,DEMOCRATIC,2895,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-2 REP,2,LORI HOUGHTON,DEMOCRATIC,3013,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,ROBERT L. BANCROFT,REPUBLICAN,1629,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,ALLISON HOPE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,ARMANDO VILASECA, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,BETH PELOQUIN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,BRIAN ROBERGE, ,2,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,C. SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,DAN VAUX, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,DOUGLAS STARK, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,EARL MONGEON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,GEORGE PIGEON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,HEATHER ARMATA, ,4,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,JENNY HUGHES, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,JOAN FARMER, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,JOHN DOANE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,JOHN KRAUES, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,JULIA ANDREWS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,KEN WINFIELD, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,LIZ SUBIN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,LOGAN NICOLL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,MARINA BROWN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,MARK DRAPA, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,MARTHA HEATH, ,2,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,OLIVE LICHENSTEIN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,PAT HECHMER, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,TOM BRADY, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 8-3 REP,1,TY WILL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN 9-1 REP,2,SETH CHASE,DEMOCRATIC,1310,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-1 REP,2,DESERAE MORIN,REPUBLICAN,971,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-1 REP,2,CLARK SWEENEY,REPUBLICAN,806,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-1 REP,2,CURT TAYLOR,DEMOCRATIC,1665,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-2 REP,2,SARITA AUSTIN,DEMOCRATIC,1741,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-2 REP,2,PATRICK BRENNAN,REPUBLICAN,1842,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-2 REP,2,HERB DOWNING,DEMOCRATIC,1496,Registered,False
STATE REPRESENTATIVE,CHITTENDEN 9-2 REP,2,PAM LORANGER,REPUBLICAN,1465,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-1 REP,1,MARCIA LAWRENCE GARDNER,DEMOCRATIC,1517,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-1 REP,1,TERRY MOULTROUP,REPUBLICAN,795,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-1 REP,1,HAL COLSTON, ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-1 REP,1,JASON FRISHMAN , ,0,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,JOY LIMOGE,REPUBLICAN,1980,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,TERRY MACAIG,DEMOCRATIC,2802,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,JIM MCCULLOUGH,DEMOCRATIC,2951,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,KATHLEEN ORION,INDEPENDENT,817,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,ANTHONY JORDICK, ,4,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,KURT WRIGHT, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-2 REP,2,TERRY WIMBLE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,TREVOR SQUIRRELL,DEMOCRATIC,3295,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,GEORGE TILL,DEMOCRATIC,3270,Registered,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,BILL LAWRENCE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,BRIAN JENKINS, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,BRUCE SANGUINETTI, ,2,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,CHARLES SIEGCHRIST, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,COREY HEVRIN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,DAVE AINSWORTH, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,DEBBIE RACKLIFF, ,7,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,DENIS LADD, ,2,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,DONNA COTTON, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,ED STYGLES, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,EILEEN HAUPT, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,HEATHER JILSUN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JAMES BURKE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JD BUGBEE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JEAN JUNGKOOK, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JESSE DISCHINA, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JESSICA ALEXANDER, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JIM CARROLL, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JOEL BEDARD, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JOSHUA KNOX, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,JOY LIMOGE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,KEVIN MAHAR, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,KIM TAEHYUNG, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,KYLE WALKER, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,LAURIE BERARD, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,MAX SPIEKERMANN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,MICHAEL MURRAY, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,MICHEL MORGAN, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,MIKE DIONNE, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,PETER DANLES, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,PETER MITCHELL, ,6,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,RANDY E. CLARK, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,RICHARD PRATT, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,ROBERT DASARO, ,1,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,STEPHEN C. PRICE, ,2,Write-in,False
STATE REPRESENTATIVE,CHITTENDEN-3 REP,2,STEVE MARTIN, ,2,Write-in,False
